custid	region	townsize	gender	age	agecat	birthmonth	ed	edcat	jobcat	union	employ	empcat	retire	income	lninc	inccat	debtinc	creddebt	lncreddebt	othdebt	lnothdebt	default	jobsat	marital	spoused	spousedcat	reside	pets	pets_cats	pets_dogs	pets_birds	pets_reptiles	pets_small	pets_saltfish	pets_freshfish	homeown	hometype	address	addresscat	cars	carown	cartype	carvalue	carcatvalue	carbought	carbuy	commute	commutecat	commutetime	commutecar	commutemotorcycle	commutecarpool	commutebus	commuterail	commutepublic	commutebike	commutewalk	commutenonmotor	telecommute	reason	polview	polparty	polcontrib	vote	card	cardtype	cardbenefit	cardfee	cardtenure	cardtenurecat	card2	card2type	card2benefit	card2fee	card2tenure	card2tenurecat	carditems	cardspent	card2items	card2spent	active	bfast	tenure	churn	longmon	lnlongmon	longten	lnlongten	tollfree	tollmon	lntollmon	tollten	lntollten	equip	equipmon	lnequipmon	equipten	lnequipten	callcard	cardmon	lncardmon	cardten	lncardten	wireless	wiremon	lnwiremon	wireten	lnwireten	multline	voice	pager	internet	callid	callwait	forward	confer	ebill	owntv	hourstv	ownvcr	owndvd	owncd	ownpda	ownpc	ownipod	owngame	ownfax	news	response_01	response_02	response_03
7037-HREPGA-23R	Zone 5	10,000-49,999	Female	64	50-64	February	17	College degree	Sales and Office	No	3	2 to 5	No	26	3,25809653802148	$25 - $49	15,4	1,68168	,519793293748251	2,32232	,842566686011302	No	Somewhat satisfied	Married	12	High school degree	3	0	0	0	0	0	0	0	0	Own	Single-family	27	More than 25	3	Lease	Domestic	14,2	Economy	Yes	No	Car	Single occupancy	13	Yes	No	No	No	No	No	No	No	No	No	Convenience	Slightly liberal	No	No	Yes	American Express	Gold	Airline miles	No	16	More than 15	Visa	Platinum	Cash back	No	12	11 to 15	12	587,95	2	53,56	No	Oatmeal	42	Yes	8,1	2,09186406167839	358,7	5,88248638453824	Yes	17,5	2,86220088092947	751,7	6,62233730818342	No	0	 	0	 	Yes	6	1,79175946922806	265	5,57972982598622	No	0	 	0	 	No	No	No	None	Yes	Yes	Yes	Yes	No	Yes	16	Yes	Yes	Yes	No	No	No	No	No	Yes	No	No	No
5396-IYJCWH-7KY	Zone 1	> 250,000	Female	37	35-49	September	15	Some college	Managerial and Professional	No	4	2 to 5	No	45	3,80666248977032	$25 - $49	10,5	1,71045	,53675649378934	3,01455	1,10345056530836	No	Somewhat dissatisfied	Unmarried	Not married	Not married	2	10	0	3	0	0	0	0	7	Rent	Single-family	12	8 to 15	3	Own	Import	15,4	Economy	No	No	Car	Single occupancy	26	Yes	No	No	No	No	No	No	Yes	No	No	No response	Conservative	No	No	Yes	American Express	Platinum	Cash back	No	1	Less than 2	Mastercard	None	Cash back	No	1	Less than 2	9	261,32	6	141,43	No	Energy bar	4	Yes	4	1,38629436111989	19,85	2,9882040071332	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	No	No	DSL	Yes	No	No	No	No	Yes	26	Yes	No	Yes	No	Yes	No	Yes	No	No	No	Yes	Yes
7186-PHLWCA-2NO	Zone 2	10,000-49,999	Female	41	35-49	August	11	Did not complete high school	Managerial and Professional	Yes	8	6 to 10	No	74	4,30406509320417	$50 - $74	16,7	7,501306	2,01507713871615	4,856694	1,58035795952591	No	Somewhat dissatisfied	Unmarried	Not married	Not married	1	0	0	0	0	0	0	0	0	Rent	Mobile Home	14	8 to 15	1	Own	Domestic	50,7	Luxury	No	No	Walk	Non-motorized	26	No	No	No	No	Yes	Yes	No	Yes	No	No	No response	Liberal	No	No	No	Other	Gold	Airline miles	No	23	More than 15	Mastercard	Gold	None	No	23	More than 15	15	583,06	6	262,38	No	Energy bar	69	No	46,2	3,83297979808769	3117,95	8,04493101356868	No	0	 	0	 	Yes	25,25	3,22882615572137	1740,85	7,46212877867561	Yes	18,25	2,9041650800285	1180	7,07326971745971	No	0	 	0	 	Yes	No	No	Other	No	No	No	No	Yes	Yes	27	Yes	Yes	Yes	No	Yes	Yes	Yes	No	Yes	No	No	No
5431-XGWNHL-58U	Zone 5	50,000-249,999	Female	42	35-49	April	18	College degree	Sales and Office	Yes	4	2 to 5	No	63	4,14313472639153	$50 - $74	13,4	,709128	-,343719232778516	7,732872	2,0454803330523	No	Neutral	Married	16	Some college	4	2	1	1	0	0	0	0	0	Own	Condominium/Townhouse	20	16 to 25	3	Own	Import	36,2	Standard	No	No	Car	Single occupancy	17	Yes	No	No	No	No	No	No	No	No	No	No response	Moderate	No	No	No	Discover	Platinum	Cash back	No	19	More than 15	Visa	Platinum	Cash back	No	12	11 to 15	11	156,49	0	0	No	Cereal	42	Yes	9,75	2,27726728500976	374	5,92425579741453	No	0	 	0	 	Yes	35,75	3,57655026914002	1401,55	7,24533404602983	Yes	15,5	2,7408400239252	660	6,49223983502047	Yes	34,15	3,5307625860168	1506,05	7,31724560833992	Yes	No	No	Dial-up	No	Yes	Yes	No	Yes	Yes	14	Yes	Yes	Yes	No	Yes	Yes	Yes	No	Yes	No	No	No
3515-LJUKUJ-VPV	Zone 3	50,000-249,999	Male	71	>65	November	14	High school degree	Service	No	25	More than 15	Yes	60	4,0943445622221	$50 - $74	9,4	2,43084	,888236876631578	3,20916	1,16600922065416	No	Highly dissatisfied	Married	9	Did not complete high school	2	0	0	0	0	0	0	0	0	Own	Single-family	45	More than 25	0	N/A	N/A	N/A	N/A	N/A	No	Train/Subway	Public transportation	35	No	No	Yes	No	Yes	No	No	No	No	No	Convenience	Conservative	Yes	No	Yes	American Express	Gold	None	Yes	39	More than 15	Mastercard	Gold	Airline miles	No	28	More than 15	7	387,76	5	342,99	No	Cereal	71	No	29,15	3,3724549127965	1953,75	7,57750588173569	Yes	27,5	3,31418600467253	1888,75	7,54367051358695	No	0	 	0	 	Yes	18,75	2,93119375241642	1385	7,23345541862144	Yes	63,4	4,14946386144318	4482,8	8,40800313017787	Yes	Yes	Yes	Dial-up	Yes	Yes	Yes	Yes	No	Yes	28	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	Yes	No
5341-FHGFBA-WNY	Zone 3	10,000-49,999	Female	41	35-49	July	16	Some college	Sales and Office	No	3	2 to 5	No	45	3,80666248977032	$25 - $49	3,4	,01683	-4,08459227077942	1,51317	,414206788044919	No	Highly dissatisfied	Married	10	Did not complete high school	2	5	0	0	0	0	0	0	5	Own	Single-family	7	4 to 7	2	Own	Import	18,8	Economy	Yes	Yes	Car	Single occupancy	25	Yes	No	No	No	No	No	No	No	No	No	Prices	Conservative	Yes	No	No	Mastercard	Gold	Other	No	16	More than 15	Other	Gold	Cash back	No	10	6 to 10	11	123,11	3	58,54	No	Cereal	46	No	6,5	1,87180217690159	267,55	5,58930646475731	Yes	16,75	2,81839825827108	791,35	6,67374034777929	Yes	34	3,52636052461616	1465,75	7,29012233584432	Yes	9,5	2,2512917986065	380	5,94017125272043	Yes	31,75	3,4578927253387	1438	7,27100853828099	No	Yes	Yes	Dial-up	Yes	Yes	Yes	Yes	Yes	Yes	15	Yes	Yes	Yes	No	Yes	Yes	Yes	No	Yes	No	No	No
9206-DEBZID-YJ3	Zone 3	50,000-249,999	Female	32	25-34	June	11	Did not complete high school	Service	No	5	2 to 5	No	36	3,58351893845611	$25 - $49	4,3	,947376	-,0540592213022757	,600624	-,509786164191328	No	Somewhat satisfied	Unmarried	Not married	Not married	2	0	0	0	0	0	0	0	0	Rent	Multiple-Family	7	4 to 7	3	Own	Domestic	13,8	Economy	Yes	No	Car	Single occupancy	16	Yes	No	No	No	No	No	No	No	No	No	No response	Moderate	No	No	No	Visa	None	Other	No	14	11 to 15	Mastercard	Platinum	Airline miles	No	14	11 to 15	13	242,17	3	57,06	No	Energy bar	59	No	12,85	2,55334381134123	782,45	6,66243002260918	No	0	 	0	 	No	0	 	0	 	Yes	15,25	2,72457950305342	905	6,80793494369993	No	0	 	0	 	No	No	No	Dial-up	No	No	Yes	No	No	Yes	21	Yes	Yes	Yes	No	Yes	No	No	No	No	No	No	No
1343-HIYHSB-ZO9	Zone 5	50,000-249,999	Female	34	25-34	September	10	Did not complete high school	Agricultural and Natural Resources	No	12	11 to 15	No	29	3,36729582998647	$25 - $49	5,8	,094192	-2,36242002669623	1,587808	,46235444871412	No	Highly satisfied	Married	10	Did not complete high school	4	0	0	0	0	0	0	0	0	Rent	Multiple-Family	6	4 to 7	4	Own	Import	16,3	Economy	No	No	Car	Single occupancy	33	Yes	No	No	Yes	No	No	No	No	No	No	No response	Slightly liberal	No	No	Yes	Visa	Gold	Cash back	No	16	More than 15	Discover	Other	Cash back	Yes	16	More than 15	11	418,62	6	189,96	No	Cereal	66	No	13,05	2,5687881337687	778,5	6,65736899127405	No	0	 	0	 	No	0	 	0	 	Yes	6,5	1,87180217690159	370	5,91350300563827	No	0	 	0	 	Yes	No	No	None	No	No	No	No	No	Yes	23	Yes	Yes	Yes	No	No	No	No	No	Yes	No	Yes	Yes
7476-JNHWIW-QIV	Zone 3	2,500-9,999	Female	52	50-64	August	11	Did not complete high school	Sales and Office	No	10	6 to 10	No	52	3,95124371858143	$50 - $74	8,3	,686244	-,376522029366017	3,629756	1,2891654283867	No	Highly satisfied	Unmarried	Not married	Not married	1	0	0	0	0	0	0	0	0	Own	Condominium/Townhouse	29	More than 25	0	N/A	N/A	N/A	N/A	N/A	Yes	Bus	Public transportation	34	No	No	No	Yes	No	No	No	No	No	No	No response	Moderate	No	No	No	American Express	Other	None	No	25	More than 15	Discover	None	Airline miles	No	14	11 to 15	10	361,21	4	148,66	Yes	Cereal	58	No	21,1	3,04927304048202	1207,3	7,09614174033834	Yes	25,5	3,23867845216438	1521,5	7,32745196933703	No	0	 	0	 	Yes	45	3,80666248977032	2515	7,83002808253384	No	0	 	0	 	No	Yes	No	None	Yes	Yes	Yes	Yes	Yes	Yes	22	Yes	Yes	Yes	No	No	Yes	No	No	Yes	No	No	No
4742-ITTQQD-ZH8	Zone 1	10,000-49,999	Male	30	25-34	February	13	High school degree	Operation, Fabrication, General Labor	No	7	6 to 10	No	30	3,40119738166216	$25 - $49	6,8	,21624	-1,53136637701394	1,82376	,600900304047502	No	Somewhat satisfied	Unmarried	Not married	Not married	1	2	0	2	0	0	0	0	0	Rent	Multiple-Family	5	4 to 7	1	Lease	Domestic	21	Standard	No	No	Bus	Public transportation	24	No	No	No	Yes	Yes	No	No	No	No	No	No response	Moderate	No	No	Yes	Discover	None	Cash back	Yes	4	2 to 5	Mastercard	Other	None	Yes	3	2 to 5	7	98,26	0	0	No	Energy bar	8	Yes	9,95	2,2975725511705	114,85	4,74362692913511	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	No	No	None	No	No	No	No	No	Yes	13	Yes	Yes	Yes	No	No	Yes	Yes	No	No	No	No	No
8600-EXZEPZ-Y7N	Zone 4	< 2,500	Female	33	25-34	September	13	High school degree	Service	No	5	2 to 5	No	26	3,25809653802148	$25 - $49	2,1	,032214	-3,43535413831365	,513786	-,665948442633989	No	Highly satisfied	Married	15	Some college	2	5	0	1	0	0	4	0	0	Own	Single-family	12	8 to 15	4	Own	Import	14	Economy	Yes	No	Car	Single occupancy	28	Yes	No	Yes	No	No	No	No	Yes	No	No	No response	Moderate	No	No	No	Mastercard	None	Cash back	Yes	8	6 to 10	Other	Platinum	Cash back	No	7	6 to 10	9	105,25	0	0	No	Cereal	23	Yes	4,15	1,42310833424261	83,3	4,4224485491728	No	0	 	0	 	Yes	55,2	4,01096295328305	1200,7	7,09065999903667	Yes	20,25	3,00815479355255	405	6,00388706710654	Yes	54,1	3,99083418585244	1195,45	7,08627796251894	Yes	Yes	Yes	Other	Yes	No	Yes	No	Yes	Yes	27	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	No
2112-BLMNMM-7XR	Zone 1	> 250,000	Female	67	>65	February	9	Did not complete high school	Sales and Office	No	13	11 to 15	No	45	3,80666248977032	$25 - $49	19,7	2,73042	1,00445544351761	6,13458	1,8139416161617	No	Somewhat satisfied	Married	11	Did not complete high school	4	11	0	0	0	0	0	0	11	Own	Condominium/Townhouse	43	More than 25	3	Own	Import	20,5	Standard	Yes	No	Car	Single occupancy	15	Yes	No	No	No	No	No	No	No	No	No	No response	Moderate	No	No	No	Discover	Platinum	Airline miles	No	20	More than 15	Visa	Platinum	None	No	12	11 to 15	11	259,7	0	0	No	Oatmeal	34	No	9,8	2,28238238567653	304,15	5,71752100076671	Yes	30,5	3,41772668361337	1000,05	6,90780527773218	Yes	38,6	3,65325227647079	1169,6	7,06441708899551	Yes	13,25	2,58399755243223	445	6,09807428216624	Yes	38,5	3,65065824129374	1309,85	7,17766790582234	Yes	Yes	Yes	DSL	Yes	Yes	Yes	Yes	No	Yes	30	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No	No
1839-WGAZIY-NGC	Zone 2	50,000-249,999	Female	45	35-49	October	6	Did not complete high school	Managerial and Professional	No	4	2 to 5	No	17	2,83321334405622	Under $25	9,8	,371518	-,990157963777367	1,294482	,258110615130161	No	Somewhat satisfied	Married	5	Did not complete high school	5	6	0	2	0	0	0	0	4	Own	Single-family	22	16 to 25	1	Own	Import	9,1	Economy	No	No	Other public transit	Public transportation	22	No	No	No	Yes	No	Yes	No	No	No	No	Prices	Conservative	Yes	No	Yes	Other	Gold	Airline miles	No	23	More than 15	Visa	Platinum	None	Yes	17	More than 15	7	187,34	6	134,44	No	Energy bar	48	No	11,45	2,43798973000025	464,2	6,14031549384034	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	Yes	No	No	None	No	No	No	No	No	Yes	23	Yes	Yes	Yes	No	No	No	No	No	Yes	No	No	No
5925-OWYQXP-AYO	Zone 3	50,000-249,999	Female	57	50-64	December	17	College degree	Operation, Fabrication, General Labor	No	19	More than 15	Yes	14	2,63905732961526	Under $25	1,8	,05292	-2,93897393973538	,19908	-1,61404852499178	No	Neutral	Unmarried	Not married	Not married	1	3	1	2	0	0	0	0	0	Own	Single-family	26	More than 25	4	Own	Import	8,5	Economy	Yes	No	Car	Single occupancy	24	Yes	No	No	No	No	Yes	Yes	No	No	No	No response	Moderate	No	No	Yes	Discover	None	Other	No	34	More than 15	Mastercard	Gold	None	No	23	More than 15	11	135,52	1	22,03	No	Energy bar	58	No	31,6	3,45315712059287	1826,6	7,51021159425758	Yes	26,25	3,26766598903763	1572,9	7,3606763282466	Yes	45,85	3,82537519870247	2559,25	7,84746952579988	Yes	23,5	3,15700042115011	1260	7,13886699994552	No	0	 	0	 	Yes	No	No	DSL	Yes	Yes	No	No	Yes	Yes	25	Yes	Yes	Yes	Yes	Yes	No	Yes	No	Yes	No	Yes	No
2927-BECLMG-XEQ	Zone 3	< 2,500	Female	38	35-49	November	12	High school degree	Operation, Fabrication, General Labor	No	15	11 to 15	No	115	4,74493212836325	$75 - $124	11,2	1,6744	,515454892149653	11,2056	2,4164136533427	No	Highly satisfied	Married	10	Did not complete high school	4	4	1	0	0	0	0	0	3	Own	Mobile Home	15	8 to 15	3	Own	Import	51,2	Luxury	Yes	Yes	Car	Single occupancy	34	Yes	No	Yes	Yes	No	No	No	No	No	Yes	No response	Conservative	No	Yes	No	American Express	Platinum	Other	No	16	More than 15	Discover	Gold	None	No	10	6 to 10	9	463,94	6	297,79	Yes	Cereal	32	No	12,9	2,55722731136763	420,95	6,04251406178367	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	Yes	Yes	No	None	No	Yes	No	Yes	No	Yes	22	Yes	Yes	Yes	No	Yes	No	Yes	No	Yes	No	No	No
3811-XQBBND-PAH	Zone 5	10,000-49,999	Male	58	50-64	November	15	Some college	Managerial and Professional	No	20	More than 15	No	67	4,20469261939097	$50 - $74	7,1	2,544995	,934128685364014	2,212005	,793899344055364	No	Highly satisfied	Married	14	High school degree	3	3	0	3	0	0	0	0	0	Own	Mobile Home	26	More than 25	1	Own	Import	28,9	Standard	Yes	Yes	Bus	Public transportation	23	No	No	No	Yes	Yes	No	Yes	No	No	No	No response	Slightly conservative	Yes	No	Yes	Visa	Gold	Cash back	Yes	24	More than 15	Discover	None	Cash back	No	17	More than 15	6	283,16	4	133,37	Yes	Oatmeal	55	No	17,9	2,88480071284671	996,9	6,90465046402866	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	Yes	No	No	Dial-up	No	No	No	No	Yes	Yes	12	Yes	Yes	Yes	No	Yes	No	Yes	No	No	No	No	No
3755-NMPIHN-QPI	Zone 5	< 2,500	Female	60	50-64	July	10	Did not complete high school	Service	No	21	More than 15	No	77	4,34380542185368	$75 - $124	6,8	1,345652	,296878653960736	3,890348	1,35849861378328	No	Highly satisfied	Unmarried	Not married	Not married	1	5	0	0	0	0	0	0	5	Rent	Multiple-Family	20	16 to 25	3	Own	Domestic	49,3	Luxury	Yes	Yes	Car	Single occupancy	30	Yes	Yes	No	No	Yes	Yes	Yes	Yes	No	No	No response	Moderate	No	Yes	Yes	Mastercard	Gold	Other	No	28	More than 15	Visa	Other	Cash back	No	26	More than 15	7	317,65	3	120,84	No	Energy bar	67	No	20,4	3,01553490085017	1347,45	7,20596919634333	No	0	 	0	 	No	0	 	0	 	Yes	27,75	3,32323584019244	1810	7,50108212425987	No	0	 	0	 	No	No	No	None	Yes	Yes	No	No	No	Yes	21	Yes	Yes	Yes	No	No	No	No	No	Yes	No	No	No
5615-OUFXJT-96Q	Zone 2	> 250,000	Female	67	>65	July	8	Did not complete high school	Managerial and Professional	No	11	11 to 15	No	30	3,40119738166216	$25 - $49	3	,6012	-,508827621103318	,2988	-1,20798082572348	No	Highly satisfied	Unmarried	Not married	Not married	1	0	0	0	0	0	0	0	0	Rent	Multiple-Family	16	16 to 25	3	Lease	Import	19,5	Economy	Yes	No	Car	Single occupancy	23	Yes	No	Yes	No	No	No	No	No	No	Yes	Prices	Slightly conservative	No	No	Yes	Mastercard	Other	Airline miles	Yes	9	6 to 10	Other	Other	Cash back	No	7	6 to 10	7	158,44	7	182,83	Yes	Oatmeal	35	No	7,85	2,06051353179432	234,15	5,45596193562955	Yes	20,25	3,00815479355255	720,55	6,58001480928437	No	0	 	0	 	Yes	11,5	2,4423470353692	360	5,88610403145016	No	0	 	0	 	No	No	No	None	Yes	Yes	No	Yes	No	Yes	23	Yes	Yes	Yes	No	No	No	No	No	No	No	No	Yes
4853-OENMTN-6XJ	Zone 1	> 250,000	Female	62	50-64	January	10	Did not complete high school	Sales and Office	Yes	17	More than 15	Yes	16	2,77258872223978	Under $25	8,5	,74664	-,292172137724646	,61336	-,488803239731498	No	Somewhat satisfied	Unmarried	Not married	Not married	1	2	0	2	0	0	0	0	0	Own	Mobile Home	36	More than 25	2	Own	Import	4,7	Economy	No	No	Car	Single occupancy	18	Yes	No	No	No	Yes	No	No	Yes	No	No	No response	Conservative	No	No	Yes	Mastercard	Gold	None	No	34	More than 15	Visa	None	Cash back	No	24	More than 15	10	233,07	6	158,08	No	Oatmeal	68	No	10,25	2,32727770558442	677,3	6,51811430622086	No	0	 	0	 	No	0	 	0	 	Yes	26,5	3,27714473299218	1790	7,4899708988348	No	0	 	0	 	No	No	No	None	No	No	No	No	No	Yes	17	Yes	Yes	Yes	No	No	No	No	No	Yes	No	No	No
8955-ZXVWRD-WES	Zone 1	50,000-249,999	Male	60	50-64	December	20	Post-undergraduate degree	Operation, Fabrication, General Labor	No	21	More than 15	Yes	86	4,45434729625351	$75 - $124	5,8	2,758364	1,01463775035799	2,229636	,801838343449222	No	Somewhat dissatisfied	Married	13	High school degree	2	11	4	0	0	0	0	0	7	Rent	Multiple-Family	27	More than 25	2	Own	Import	55,5	Luxury	No	Yes	Car	Single occupancy	36	Yes	No	Yes	No	No	No	No	No	No	No	No response	Moderate	No	No	Yes	Discover	None	Airline miles	No	31	More than 15	American Express	Platinum	Airline miles	No	24	More than 15	11	585,36	8	436,96	No	Oatmeal	65	No	25,5	3,23867845216438	1609,35	7,38358564975086	No	0	 	0	 	Yes	42,5	3,74950407593037	2721,35	7,90888335969167	Yes	14,75	2,69124308278583	900	6,80239476332431	No	0	 	0	 	Yes	Yes	No	Cable modem	No	Yes	No	No	Yes	Yes	17	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	Yes	No
3115-ACYQUK-6SD	Zone 3	50,000-249,999	Male	41	35-49	August	17	College degree	Managerial and Professional	No	5	2 to 5	No	56	4,02535169073515	$50 - $74	8,8	,088704	-2,42245029485475	4,839296	1,57676925560355	No	Somewhat dissatisfied	Unmarried	Not married	Not married	1	2	0	0	0	0	0	0	2	Rent	Multiple-Family	11	8 to 15	2	Own	Import	17,5	Economy	Yes	Yes	Car	Single occupancy	15	Yes	No	No	No	Yes	No	No	No	No	No	No response	Moderate	No	No	No	Other	Other	Other	No	14	11 to 15	Mastercard	Other	Other	No	13	11 to 15	6	212,6	6	139,35	No	Cereal	33	No	14,45	2,67069441455844	432,25	6,0690041245634	Yes	30	3,40119738166216	997,7	6,90545262991946	Yes	30,15	3,40618492317319	971,95	6,87930436280812	Yes	10,5	2,35137525716348	335	5,81413053182507	No	0	 	0	 	No	No	No	Cable modem	No	Yes	No	Yes	Yes	Yes	31	Yes	Yes	Yes	No	Yes	Yes	No	No	No	No	No	No
0331-ADVLCH-6DA	Zone 4	< 2,500	Female	29	25-34	December	13	High school degree	Agricultural and Natural Resources	No	6	6 to 10	No	16	2,77258872223978	Under $25	9,6	,316416	-1,15069747546708	1,219584	,198509816990479	Yes	Highly satisfied	Married	11	Did not complete high school	2	0	0	0	0	0	0	0	0	Own	Single-family	5	4 to 7	4	Own	Domestic	8,8	Economy	No	Yes	Car	Single occupancy	31	Yes	No	No	No	Yes	No	No	No	Yes	No	No response	Moderate	No	No	No	Visa	Other	None	Yes	4	2 to 5	Mastercard	Platinum	Airline miles	No	3	2 to 5	4	107,51	4	84,83	No	Cereal	6	No	2,9	1,06471073699243	14,7	2,68784749378469	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	No	No	None	No	No	No	No	No	Yes	24	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No
8678-ZQSKAK-MOQ	Zone 1	> 250,000	Female	51	50-64	May	16	Some college	Managerial and Professional	No	4	2 to 5	No	37	3,61091791264422	$25 - $49	12	2,85048	1,04748740115196	1,58952	,463432083862697	No	Highly satisfied	Married	12	High school degree	5	0	0	0	0	0	0	0	0	Own	Condominium/Townhouse	23	16 to 25	2	Own	Domestic	17,6	Economy	No	No	Bus	Public transportation	18	Yes	Yes	No	Yes	Yes	No	No	Yes	No	No	No response	Moderate	Yes	Yes	No	Visa	Gold	None	No	6	6 to 10	American Express	Other	None	No	10	6 to 10	10	326,26	7	151,42	No	Cereal	27	No	6,3	1,84054963339749	174,85	5,16392846350938	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	No	No	None	Yes	No	No	Yes	No	Yes	17	Yes	Yes	Yes	Yes	No	Yes	No	No	No	No	No	No
7266-EFCNMF-LSF	Zone 4	> 250,000	Male	47	35-49	May	14	High school degree	Managerial and Professional	No	11	11 to 15	No	60	4,0943445622221	$50 - $74	9,2	2,36808	,862079500234884	3,15192	1,14801179096288	No	Highly dissatisfied	Unmarried	Not married	Not married	3	1	1	0	0	0	0	0	0	Own	Condominium/Townhouse	15	8 to 15	1	Own	Domestic	29,6	Standard	No	No	Telecommute	Telecommute	14	No	No	Yes	No	No	No	No	No	No	Yes	No response	Moderate	No	No	Yes	American Express	Platinum	Airline miles	Yes	5	2 to 5	Discover	None	None	No	4	2 to 5	11	653,82	5	290,82	No	Energy bar	10	No	3	1,09861228866811	27,95	3,33041719960111	Yes	17,75	2,87638551592142	158,3	5,06449196688697	No	0	 	0	 	Yes	18,75	2,93119375241642	145	4,97673374242057	No	0	 	0	 	No	Yes	No	None	Yes	Yes	Yes	Yes	No	Yes	21	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	No	No	No
4259-BEYDAI-QIM	Zone 3	50,000-249,999	Female	75	>65	November	14	High school degree	Sales and Office	No	22	More than 15	Yes	11	2,39789527279837	Under $25	21,5	1,648405	,499808153722283	,716595	-,333244451528872	No	Highly satisfied	Unmarried	Not married	Not married	1	4	3	1	0	0	0	0	0	Own	Single-family	44	More than 25	2	Lease	Domestic	5,1	Economy	No	Yes	Other non-motorized transit	Non-motorized	26	Yes	No	Yes	No	No	No	Yes	Yes	Yes	No	No response	Slightly conservative	Yes	No	Yes	Visa	Other	Cash back	Yes	30	More than 15	Mastercard	Other	Other	No	27	More than 15	2	13,01	1	13,7	No	Oatmeal	65	Yes	16	2,77258872223978	1083,9	6,9883209268217	No	0	 	0	 	No	0	 	0	 	Yes	23,25	3,14630513203337	1475	7,29641326877392	No	0	 	0	 	Yes	No	No	None	Yes	Yes	No	No	Yes	Yes	15	Yes	Yes	Yes	No	No	No	Yes	No	Yes	No	Yes	No
4275-IOZLLU-SSP	Zone 2	10,000-49,999	Male	36	35-49	January	18	College degree	Sales and Office	No	3	2 to 5	No	55	4,00733318523247	$50 - $74	11,6	1,81192	,594387056535768	4,56808	1,51909298533521	No	Somewhat dissatisfied	Unmarried	Not married	Not married	2	0	0	0	0	0	0	0	0	Own	Single-family	9	8 to 15	0	N/A	N/A	N/A	N/A	N/A	No	Motorcycle	Single occupancy	24	No	Yes	Yes	No	No	No	Yes	Yes	No	No	No response	Conservative	Yes	Yes	Yes	Visa	Platinum	None	No	5	2 to 5	Discover	Gold	None	No	4	2 to 5	7	281,75	6	117,91	No	Cereal	13	No	3,45	1,23837423104327	49	3,89182029811063	No	0	 	0	 	Yes	31,6	3,45315712059287	350,45	5,85921804294633	Yes	8,25	2,11021320034659	90	4,49980967033027	No	0	 	0	 	No	Yes	Yes	Cable modem	No	No	Yes	No	Yes	Yes	23	Yes	Yes	Yes	No	Yes	Yes	Yes	No	No	Yes	No	No
0499-EVFWPP-329	Zone 4	50,000-249,999	Female	76	>65	December	11	Did not complete high school	Operation, Fabrication, General Labor	Yes	24	More than 15	Yes	28	3,3322045101752	$25 - $49	12,7	2,058924	,722183516242516	1,497076	,403513872351902	No	Highly satisfied	Unmarried	Not married	Not married	1	1	0	1	0	0	0	0	0	Rent	Multiple-Family	3	4 to 7	2	Lease	Import	13,5	Economy	No	Yes	Car	Single occupancy	25	Yes	No	No	No	No	No	No	No	No	No	No response	Conservative	Yes	Yes	Yes	American Express	Other	Cash back	No	30	More than 15	Discover	Gold	None	No	24	More than 15	9	454,92	5	221,21	Yes	Oatmeal	68	No	12,4	2,51769647261099	803,5	6,68897718517757	No	0	 	0	 	No	0	 	0	 	Yes	16,25	2,78809290877575	1045	6,95177216439891	No	0	 	0	 	Yes	No	No	None	No	No	No	No	No	Yes	17	Yes	Yes	Yes	No	No	No	No	No	Yes	No	No	No
5096-RXNPBW-RPT	Zone 1	50,000-249,999	Male	41	35-49	February	13	High school degree	Sales and Office	No	4	2 to 5	No	34	3,52636052461616	$25 - $49	13,7	1,765382	,568367097562439	2,892618	1,06216197441349	No	Highly dissatisfied	Unmarried	Not married	Not married	1	8	0	0	0	0	0	0	8	Rent	Single-family	5	4 to 7	2	Own	Domestic	20,6	Standard	No	Yes	Car	Single occupancy	30	Yes	No	No	Yes	No	No	No	Yes	No	No	No response	Liberal	No	No	Yes	American Express	None	Cash back	No	1	Less than 2	Visa	None	Cash back	No	1	Less than 2	10	438,76	4	143,91	Yes	Cereal	1	Yes	2,3	,832909122935104	2,3	,832909122935104	No	0	 	0	 	Yes	20,35	3,0130809118886	20,35	3,0130809118886	No	0	 	0	 	No	0	 	0	 	No	No	No	None	No	No	No	No	No	Yes	30	No	Yes	Yes	No	No	No	No	No	No	No	No	No
